date_time,temperature,humidity,pressure
2010-01-07 21:00:00,26.6,77,1013
2010-01-08 00:00:00,28.4,88,1012
2010-01-08 03:00:00,28.4,92,1010
2010-01-08 06:00:00,28.4,91,1009
2010-01-08 09:00:00,26.6,71,1011
2010-01-08 12:00:00,28.4,65,1011
2010-01-08 15:00:00,24.8,71,1013
2010-01-08 18:00:00,23.0,77,1015
2010-01-08 21:00:00,21.2,83,1017
2010-01-09 00:00:00,21.2,84,1018
2010-01-09 03:00:00,21.2,83,1019
2010-01-09 06:00:00,21.2,86,1021
2010-01-09 09:00:00,23.0,77,1022
2010-01-09 12:00:00,30.2,67,1021
2010-01-09 15:00:00,28.4,73,1021
2010-01-09 18:00:00,24.8,81,1024
2010-01-09 21:00:00,21.2,84,1025
2010-01-10 00:00:00,19.4,85,1026
2010-01-10 03:00:00,15.8,84,1026
2010-01-10 06:00:00,15.8,79,1028
2010-01-10 09:00:00,19.4,64,1028
2010-01-10 12:00:00,28.4,55,1027
2010-01-10 15:00:00,24.8,65,1026
2010-01-10 18:00:00,21.2,79,1027
2010-01-10 21:00:00,19.4,78,1026
2010-01-11 00:00:00,19.4,81,1027
2010-01-11 03:00:00,17.6,80,1026
2010-01-11 06:00:00,17.6,81,1025
2010-01-11 09:00:00,23.0,63,1025
2010-01-11 12:00:00,32.0,53,1021
2010-01-11 15:00:00,30.2,61,1019
2010-01-11 18:00:00,24.8,78,1020
2010-01-11 21:00:00,24.8,75,1020
2010-01-12 00:00:00,26.6,86,1022
2010-01-12 03:00:00,24.8,83,1020
2010-01-12 06:00:00,23.0,83,1022
2010-01-12 09:00:00,26.6,68,1023
2010-01-12 12:00:00,32.0,61,1021
2010-01-12 15:00:00,30.2,68,1020
2010-01-12 18:00:00,26.6,82,1023
2010-01-12 21:00:00,24.8,85,1024
2010-01-13 00:00:00,24.8,87,1025
2010-01-13 03:00:00,24.8,87,1025
2010-01-13 06:00:00,24.8,87,1027
2010-01-13 09:00:00,28.4,76,1027
2010-01-13 12:00:00,35.6,70,1024
2010-01-13 15:00:00,33.8,72,1023
2010-01-13 18:00:00,26.6,80,1023
2010-01-13 21:00:00,24.8,79,1023
2010-01-14 00:00:00,24.8,83,1024
2010-01-14 03:00:00,26.6,80,1024
2010-01-14 06:00:00,23.0,84,1025
2010-01-14 09:00:00,35.6,75,1025
2010-01-14 12:00:00,41.0,77,1024
2010-01-14 15:00:00,37.4,74,1023
2010-01-14 18:00:00,32.0,86,1024
2010-01-14 21:00:00,32.0,83,1023
2010-01-15 00:00:00,30.2,91,1023
2010-01-15 03:00:00,32.0,87,1022
2010-01-15 06:00:00,32.0,85,1023
2010-01-15 09:00:00,41.0,62,1023
2010-01-15 12:00:00,50.0,68,1022
2010-01-15 15:00:00,44.6,83,1021
2010-01-15 18:00:00,39.2,93,1024
2010-01-15 21:00:00,39.2,93,1024
2010-01-16 00:00:00,37.4,93,1025
2010-01-16 03:00:00,35.6,92,1024
2010-01-16 06:00:00,33.8,95,1025
2010-01-16 09:00:00,37.4,94,1025
2010-01-16 12:00:00,46.4,89,1024
2010-01-16 15:00:00,44.6,92,1021
2010-01-16 18:00:00,39.2,96,1022
2010-01-16 21:00:00,37.4,96,1021
2010-01-17 00:00:00,35.6,96,1020
2010-01-17 03:00:00,37.4,96,1019
2010-01-17 06:00:00,37.4,96,1016
2010-01-17 09:00:00,39.2,97,1013
2010-01-17 12:00:00,39.2,94,1008
2010-01-17 15:00:00,41.0,96,1004
2010-01-17 18:00:00,41.0,97,1002
2010-01-17 21:00:00,41.0,96,1001
2010-01-18 00:00:00,37.4,92,1002
2010-01-18 03:00:00,37.4,91,1006
2010-01-18 06:00:00,37.4,95,1008
2010-01-18 09:00:00,42.8,84,1010
2010-01-18 12:00:00,51.8,78,1011
2010-01-18 15:00:00,48.2,82,1011
2010-01-18 18:00:00,39.2,93,1014
2010-01-18 21:00:00,35.6,92,1014
2010-01-19 00:00:00,35.6,92,1015
2010-01-19 03:00:00,33.8,93,1014
2010-01-19 06:00:00,33.8,93,1014
2010-01-19 09:00:00,44.6,85,1013
2010-01-19 12:00:00,51.8,72,1012
2010-01-19 15:00:00,48.2,81,1011
2010-01-19 18:00:00,41.0,91,1012
2010-01-19 21:00:00,37.4,89,1013
2010-01-20 00:00:00,33.8,88,1014
2010-01-20 03:00:00,32.0,84,1014
2010-01-20 06:00:00,32.0,82,1016
2010-01-20 09:00:00,37.4,62,1016
2010-01-20 12:00:00,41.0,54,1016
2010-01-20 15:00:00,39.2,62,1015
2010-01-20 18:00:00,33.8,75,1018
2010-01-20 21:00:00,33.8,77,1019
2010-01-21 00:00:00,30.2,87,1021
2010-01-21 03:00:00,30.2,83,1021
2010-01-21 06:00:00,28.4,83,1024
2010-01-21 09:00:00,33.8,68,1024
2010-01-21 12:00:00,39.2,58,1022
2010-01-21 15:00:00,37.4,64,1019
2010-01-21 18:00:00,33.8,85,1021
2010-01-21 21:00:00,33.8,84,1018
2010-01-22 00:00:00,33.8,84,1017
2010-01-22 03:00:00,33.8,82,1014
2010-01-22 06:00:00,35.6,82,1013
2010-01-22 09:00:00,33.8,75,1013
2010-01-22 12:00:00,39.2,67,1013
2010-01-22 15:00:00,39.2,68,1015
2010-01-22 18:00:00,35.6,68,1016
2010-01-22 21:00:00,33.8,69,1018
2010-01-23 00:00:00,33.8,76,1021
2010-01-23 03:00:00,32.0,78,1021
2010-01-23 06:00:00,30.2,86,1023
2010-01-23 09:00:00,35.6,71,1025
2010-01-23 12:00:00,39.2,58,1025
2010-01-23 15:00:00,39.2,62,1023
2010-01-23 18:00:00,32.0,87,1025
2010-01-23 21:00:00,32.0,87,1024
2010-01-24 00:00:00,32.0,94,1024
2010-01-24 03:00:00,32.0,94,1022
2010-01-24 06:00:00,33.8,97,1021
2010-01-24 09:00:00,39.2,94,1019
2010-01-24 12:00:00,39.2,93,1016
2010-01-24 15:00:00,42.8,97,1013
2010-01-24 18:00:00,48.2,95,1011
2010-01-24 21:00:00,53.6,97,1007
2010-01-25 00:00:00,51.8,94,1003
2010-01-25 03:00:00,55.400000000000006,95,996
2010-01-25 06:00:00,57.2,92,993
2010-01-25 09:00:00,60.8,95,992
2010-01-25 12:00:00,55.400000000000006,91,991
2010-01-25 15:00:00,51.8,82,994
2010-01-25 18:00:00,46.4,86,997
2010-01-25 21:00:00,41.0,83,999
2010-01-26 00:00:00,41.0,89,1001
2010-01-26 03:00:00,37.4,85,1004
2010-01-26 06:00:00,33.8,84,1005
2010-01-26 09:00:00,37.4,81,1008
2010-01-26 12:00:00,42.8,69,1007
2010-01-26 15:00:00,41.0,79,1009
2010-01-26 18:00:00,35.6,80,1012
2010-01-26 21:00:00,30.2,74,1014
2010-01-27 00:00:00,30.2,78,1016
2010-01-27 03:00:00,30.2,73,1018
2010-01-27 06:00:00,28.4,69,1020
2010-01-27 09:00:00,33.8,54,1022
2010-01-27 12:00:00,39.2,49,1021
2010-01-27 15:00:00,41.0,51,1022
2010-01-27 18:00:00,33.8,72,1023
2010-01-27 21:00:00,30.2,69,1022
2010-01-28 00:00:00,30.2,73,1023
2010-01-28 03:00:00,32.0,69,1021
2010-01-28 06:00:00,33.8,74,1019
2010-01-28 09:00:00,41.0,58,1016
2010-01-28 12:00:00,44.6,62,1014
2010-01-28 15:00:00,39.2,58,1017
2010-01-28 18:00:00,32.0,58,1020
2010-01-28 21:00:00,23.0,53,1025
2010-01-29 00:00:00,21.2,47,1027
2010-01-29 03:00:00,19.4,45,1028
2010-01-29 06:00:00,17.6,46,1030
2010-01-29 09:00:00,19.4,39,1029
2010-01-29 12:00:00,24.8,34,1029
2010-01-29 15:00:00,24.8,31,1027
2010-01-29 18:00:00,23.0,40,1028
2010-01-29 21:00:00,21.2,45,1028
2010-01-30 00:00:00,21.2,51,1028
2010-01-30 03:00:00,21.2,50,1026
2010-01-30 06:00:00,19.4,48,1026
2010-01-30 09:00:00,19.4,43,1023
2010-01-30 12:00:00,17.6,82,1023
2010-01-30 15:00:00,15.8,91,1020
2010-01-30 18:00:00,17.6,87,1019
2010-01-30 21:00:00,17.6,78,1017
2010-01-31 00:00:00,17.6,74,1018
2010-01-31 03:00:00,17.6,67,1019
2010-01-31 06:00:00,12.2,72,1022
2010-01-31 09:00:00,19.4,61,1023
2010-01-31 12:00:00,28.4,49,1022
2010-01-31 15:00:00,28.4,57,1021
2010-01-31 18:00:00,19.4,75,1022
2010-01-31 21:00:00,19.4,82,1023
2010-02-01 00:00:00,19.4,85,1024
2010-02-01 03:00:00,19.4,86,1025
2010-02-01 06:00:00,17.6,89,1028
2010-02-01 09:00:00,24.8,89,1028
2010-02-01 12:00:00,32.0,95,1027
2010-02-01 15:00:00,30.2,89,1025
2010-02-01 18:00:00,19.4,89,1025
2010-02-01 21:00:00,21.2,87,1025
2010-02-02 00:00:00,14.0,96,1025
2010-02-02 03:00:00,17.6,92,1025
2010-02-02 06:00:00,23.0,94,1024
2010-02-02 09:00:00,30.2,91,1023
2010-02-02 12:00:00,33.8,96,1022
2010-02-02 15:00:00,32.0,96,1019
2010-02-02 18:00:00,30.2,97,1020
2010-02-02 21:00:00,32.0,96,1018
2010-02-03 00:00:00,28.4,98,1018
2010-02-03 03:00:00,30.2,97,1017
2010-02-03 06:00:00,14.0,100,1019
2010-02-03 09:00:00,30.2,95,1020
2010-02-03 12:00:00,35.6,100,1019
2010-02-03 15:00:00,33.8,99,1020
2010-02-03 18:00:00,33.8,90,1022
2010-02-03 21:00:00,32.0,90,1024
2010-02-04 00:00:00,30.2,91,1026
2010-02-04 03:00:00,26.6,91,1026
2010-02-04 06:00:00,21.2,91,1030
2010-02-04 09:00:00,28.4,90,1030
2010-02-04 12:00:00,33.8,97,1029
2010-02-04 15:00:00,32.0,91,1028
2010-02-04 18:00:00,28.4,91,1030
2010-02-04 21:00:00,26.6,89,1028
2010-02-05 00:00:00,30.2,90,1028
2010-02-05 03:00:00,30.2,89,1026
2010-02-05 06:00:00,30.2,88,1026
2010-02-05 09:00:00,33.8,85,1025
2010-02-05 12:00:00,33.8,85,1024
2010-02-05 15:00:00,32.0,93,1020
2010-02-05 18:00:00,30.2,96,1016
2010-02-05 21:00:00,30.2,96,1011
2010-02-06 00:00:00,30.2,96,1007
2010-02-06 03:00:00,30.2,96,1003
2010-02-06 06:00:00,28.4,96,1004
2010-02-06 09:00:00,26.6,96,1003
2010-02-06 12:00:00,23.0,97,1004
2010-02-06 15:00:00,23.0,94,1007
2010-02-06 18:00:00,23.0,92,1010
2010-02-06 21:00:00,21.2,93,1012
2010-02-07 00:00:00,12.2,93,1014
2010-02-07 03:00:00,12.2,93,1016
2010-02-07 06:00:00,12.2,92,1016
2010-02-07 09:00:00,17.6,92,1018
2010-02-07 12:00:00,26.6,93,1016
2010-02-07 15:00:00,24.8,92,1016
2010-02-07 18:00:00,21.2,91,1017
2010-02-07 21:00:00,19.4,92,1018
2010-02-08 00:00:00,15.8,94,1019
2010-02-08 03:00:00,15.8,93,1020
2010-02-08 06:00:00,14.0,92,1021
2010-02-08 09:00:00,17.6,92,1022
2010-02-08 12:00:00,26.6,91,1020
2010-02-08 15:00:00,24.8,92,1020
2010-02-08 18:00:00,21.2,90,1020
2010-02-08 21:00:00,23.0,88,1022
2010-02-09 00:00:00,14.0,93,1022
2010-02-09 03:00:00,17.6,88,1022
2010-02-09 06:00:00,17.6,88,1021
2010-02-09 09:00:00,24.8,89,1020
2010-02-09 12:00:00,32.0,97,1018
2010-02-09 15:00:00,30.2,92,1014
2010-02-09 18:00:00,28.4,98,1013
2010-02-09 21:00:00,28.4,98,1008
2010-02-10 00:00:00,28.4,98,1004
2010-02-10 03:00:00,30.2,98,999
2010-02-10 06:00:00,28.4,98,995
2010-02-10 09:00:00,24.8,95,993
2010-02-10 12:00:00,19.4,95,992
2010-02-10 15:00:00,19.4,94,993
2010-02-10 18:00:00,23.0,94,996
2010-02-10 21:00:00,28.4,92,998
2010-02-11 00:00:00,26.6,92,1002
2010-02-11 03:00:00,26.6,92,1005
2010-02-11 06:00:00,26.6,91,1007
2010-02-11 09:00:00,26.6,92,1009
2010-02-11 12:00:00,32.0,92,1009
2010-02-11 15:00:00,30.2,91,1009
2010-02-11 18:00:00,28.4,89,1011
2010-02-11 21:00:00,24.8,92,1012
2010-02-12 00:00:00,23.0,91,1013
2010-02-12 03:00:00,23.0,92,1014
2010-02-12 06:00:00,21.2,92,1014
2010-02-12 09:00:00,24.8,92,1015
2010-02-12 12:00:00,32.0,99,1013
2010-02-12 15:00:00,30.2,93,1012
2010-02-12 18:00:00,15.8,96,1012
2010-02-12 21:00:00,24.8,90,1010
2010-02-13 00:00:00,24.8,93,1010
2010-02-13 03:00:00,24.8,94,1008
2010-02-13 06:00:00,23.0,93,1007
2010-02-13 09:00:00,24.8,93,1007
2010-02-13 12:00:00,28.4,91,1005
2010-02-13 15:00:00,28.4,92,1005
2010-02-13 18:00:00,24.8,88,1006
2010-02-13 21:00:00,23.0,90,1006
2010-02-14 00:00:00,19.4,91,1006
2010-02-14 03:00:00,21.2,92,1007
2010-02-14 06:00:00,23.0,91,1007
2010-02-14 09:00:00,26.6,92,1008
2010-02-14 12:00:00,33.8,93,1008
2010-02-14 15:00:00,30.2,92,1009
2010-02-14 18:00:00,26.6,89,1010
2010-02-14 21:00:00,23.0,89,1011
2010-02-15 00:00:00,17.6,92,1012
2010-02-15 03:00:00,14.0,92,1013
2010-02-15 06:00:00,10.399999999999999,93,1013
2010-02-15 09:00:00,26.6,92,1012
2010-02-15 12:00:00,32.0,99,1009
2010-02-15 15:00:00,32.0,97,1005
2010-02-15 18:00:00,32.0,98,1004
2010-02-15 21:00:00,32.0,99,1003
2010-02-16 00:00:00,26.6,91,1003
2010-02-16 03:00:00,17.6,90,1003
2010-02-16 06:00:00,21.2,90,1003
2010-02-16 09:00:00,23.0,93,1003
2010-02-16 12:00:00,32.0,91,1003
2010-02-16 15:00:00,30.2,92,1004
2010-02-16 18:00:00,24.8,88,1006
2010-02-16 21:00:00,23.0,91,1007
2010-02-17 00:00:00,21.2,92,1007
2010-02-17 03:00:00,21.2,93,1008
2010-02-17 06:00:00,19.4,94,1007
2010-02-17 09:00:00,26.6,93,1007
2010-02-17 12:00:00,32.0,94,1005
2010-02-17 15:00:00,30.2,93,1003
2010-02-17 18:00:00,28.4,89,1004
2010-02-17 21:00:00,24.8,92,1004
2010-02-18 00:00:00,28.4,92,1005
2010-02-18 03:00:00,30.2,92,1005
2010-02-18 06:00:00,33.8,93,1006
2010-02-18 09:00:00,33.8,98,1007
2010-02-18 12:00:00,35.6,99,1008
2010-02-18 15:00:00,33.8,97,1008
2010-02-18 18:00:00,33.8,89,1009
2010-02-18 21:00:00,30.2,91,1010
2010-02-19 00:00:00,30.2,91,1011
2010-02-19 03:00:00,30.2,92,1012
2010-02-19 06:00:00,32.0,89,1013
2010-02-19 09:00:00,32.0,94,1014
2010-02-19 12:00:00,35.6,99,1014
2010-02-19 15:00:00,33.8,100,1014
2010-02-19 18:00:00,35.6,91,1016
2010-02-19 21:00:00,32.0,92,1018
2010-02-20 00:00:00,30.2,92,1018
2010-02-20 03:00:00,30.2,92,1019
2010-02-20 06:00:00,30.2,91,1020
2010-02-20 09:00:00,32.0,93,1019
2010-02-20 12:00:00,35.6,99,1019
2010-02-20 15:00:00,33.8,99,1018
2010-02-20 18:00:00,30.2,91,1019
2010-02-20 21:00:00,30.2,89,1019
2010-02-21 00:00:00,23.0,92,1019
2010-02-21 03:00:00,26.6,89,1020
2010-02-21 06:00:00,24.8,88,1020
2010-02-21 09:00:00,32.0,92,1020
2010-02-21 12:00:00,39.2,99,1017
2010-02-21 15:00:00,37.4,100,1017
2010-02-21 18:00:00,30.2,92,1016
2010-02-21 21:00:00,33.8,84,1017
2010-02-22 00:00:00,28.4,88,1017
2010-02-22 03:00:00,30.2,88,1016
2010-02-22 06:00:00,32.0,91,1015
2010-02-22 09:00:00,32.0,94,1015
2010-02-22 12:00:00,33.8,100,1012
2010-02-22 15:00:00,33.8,99,1009
2010-02-22 18:00:00,33.8,99,1010
2010-02-22 21:00:00,33.8,98,1009
2010-02-23 00:00:00,33.8,99,1008
2010-02-23 03:00:00,35.6,99,1008
2010-02-23 06:00:00,35.6,99,1007
2010-02-23 09:00:00,35.6,98,1007
2010-02-23 12:00:00,39.2,97,1007
2010-02-23 15:00:00,37.4,96,1007
2010-02-23 18:00:00,35.6,98,1009
2010-02-23 21:00:00,35.6,97,1009
2010-02-24 00:00:00,33.8,96,1009
2010-02-24 03:00:00,33.8,94,1010
2010-02-24 06:00:00,33.8,95,1011
2010-02-24 09:00:00,37.4,92,1010
2010-02-24 12:00:00,41.0,87,1010
2010-02-24 15:00:00,41.0,89,1008
2010-02-24 18:00:00,35.6,97,1009
2010-02-24 21:00:00,35.6,98,1006
2010-02-25 00:00:00,33.8,98,1007
2010-02-25 03:00:00,33.8,97,1004
2010-02-25 06:00:00,32.0,95,1004
2010-02-25 09:00:00,33.8,91,1003
2010-02-25 12:00:00,37.4,84,1001
2010-02-25 15:00:00,35.6,84,1000
2010-02-25 18:00:00,30.2,84,1000
2010-02-25 21:00:00,24.8,87,999
2010-02-26 00:00:00,26.6,87,995
2010-02-26 03:00:00,24.8,87,993
2010-02-26 06:00:00,28.4,87,993
2010-02-26 09:00:00,28.4,87,995
2010-02-26 12:00:00,32.0,85,997
2010-02-26 15:00:00,30.2,87,999
2010-02-26 18:00:00,30.2,89,1001
2010-02-26 21:00:00,26.6,93,1002
2010-02-27 00:00:00,30.2,94,1002
2010-02-27 03:00:00,28.4,94,1002
2010-02-27 06:00:00,28.4,94,1002
2010-02-27 09:00:00,32.0,88,1002
2010-02-27 12:00:00,37.4,85,1002
2010-02-27 15:00:00,39.2,85,1003
2010-02-27 18:00:00,33.8,90,1005
2010-02-27 21:00:00,30.2,91,1006
2010-02-28 00:00:00,30.2,92,1004
2010-02-28 03:00:00,30.2,92,1004
2010-02-28 06:00:00,32.0,95,1004
2010-02-28 09:00:00,32.0,97,1005
2010-02-28 12:00:00,39.2,99,1005
2010-02-28 15:00:00,39.2,93,1005
2010-02-28 18:00:00,35.6,93,1008
2010-02-28 21:00:00,33.8,93,1010
2010-03-01 00:00:00,32.0,93,1011
2010-03-01 03:00:00,33.8,92,1011
2010-03-01 06:00:00,33.8,92,1012
2010-03-01 09:00:00,37.4,89,1014
2010-03-01 12:00:00,44.6,77,1012
2010-03-01 15:00:00,42.8,82,1012
2010-03-01 18:00:00,37.4,89,1014
2010-03-01 21:00:00,35.6,91,1015
2010-03-02 00:00:00,32.0,94,1015
2010-03-02 03:00:00,32.0,93,1014
2010-03-02 06:00:00,33.8,94,1014
2010-03-02 09:00:00,37.4,89,1014
2010-03-02 12:00:00,39.2,85,1012
2010-03-02 15:00:00,39.2,92,1010
2010-03-02 18:00:00,35.6,95,1009
2010-03-02 21:00:00,35.6,97,1007
2010-03-03 00:00:00,35.6,99,1005
2010-03-03 03:00:00,35.6,98,1003
2010-03-03 06:00:00,35.6,97,1003
2010-03-03 09:00:00,35.6,94,1003
2010-03-03 12:00:00,39.2,92,1003
2010-03-03 15:00:00,39.2,93,1003
2010-03-03 18:00:00,37.4,94,1005
2010-03-03 21:00:00,35.6,92,1006
2010-03-04 00:00:00,35.6,92,1006
2010-03-04 03:00:00,33.8,90,1007
2010-03-04 06:00:00,32.0,86,1008
2010-03-04 09:00:00,35.6,82,1010
2010-03-04 12:00:00,41.0,73,1009
2010-03-04 15:00:00,41.0,77,1010
2010-03-04 18:00:00,37.4,82,1011
2010-03-04 21:00:00,35.6,86,1013
2010-03-05 00:00:00,33.8,84,1014
2010-03-05 03:00:00,32.0,88,1016
2010-03-05 06:00:00,33.8,83,1016
2010-03-05 09:00:00,37.4,84,1017
2010-03-05 12:00:00,44.6,73,1017
2010-03-05 15:00:00,44.6,72,1017
2010-03-05 18:00:00,37.4,83,1019
2010-03-05 21:00:00,35.6,85,1021
2010-03-06 00:00:00,32.0,86,1022
2010-03-06 03:00:00,30.2,88,1022
2010-03-06 06:00:00,28.4,83,1024
2010-03-06 09:00:00,35.6,69,1024
2010-03-06 12:00:00,46.4,57,1022
2010-03-06 15:00:00,46.4,63,1021
2010-03-06 18:00:00,37.4,87,1021
2010-03-06 21:00:00,37.4,86,1022
2010-03-07 00:00:00,33.8,85,1021
2010-03-07 03:00:00,32.0,80,1022
2010-03-07 06:00:00,32.0,77,1023
2010-03-07 09:00:00,41.0,63,1022
2010-03-07 12:00:00,53.6,56,1019
2010-03-07 15:00:00,51.8,58,1018
2010-03-07 18:00:00,41.0,85,1017
2010-03-07 21:00:00,37.4,79,1017
2010-03-08 00:00:00,33.8,76,1017
2010-03-08 03:00:00,33.8,82,1017
2010-03-08 06:00:00,35.6,88,1017
2010-03-08 09:00:00,42.8,68,1017
2010-03-08 12:00:00,57.2,60,1015
2010-03-08 15:00:00,53.6,62,1014
2010-03-08 18:00:00,42.8,87,1014
2010-03-08 21:00:00,39.2,81,1015
2010-03-09 00:00:00,37.4,77,1016
2010-03-09 03:00:00,35.6,80,1017
2010-03-09 06:00:00,35.6,81,1017
2010-03-09 09:00:00,48.2,65,1017
2010-03-09 12:00:00,59.0,46,1016
2010-03-09 15:00:00,57.2,49,1015
2010-03-09 18:00:00,44.6,73,1015
2010-03-09 21:00:00,41.0,73,1015
2010-03-10 00:00:00,37.4,87,1015
2010-03-10 03:00:00,39.2,82,1015
2010-03-10 06:00:00,41.0,84,1015
2010-03-10 09:00:00,46.4,80,1015
2010-03-10 12:00:00,53.6,72,1014
2010-03-10 15:00:00,55.400000000000006,73,1013
2010-03-10 18:00:00,46.4,93,1014
2010-03-10 21:00:00,44.6,95,1015
2010-03-11 00:00:00,44.6,97,1015
2010-03-11 03:00:00,46.4,97,1015
2010-03-11 06:00:00,44.6,94,1016
2010-03-11 09:00:00,53.6,86,1015
2010-03-11 12:00:00,57.2,77,1015
2010-03-11 15:00:00,59.0,80,1014
2010-03-11 18:00:00,51.8,97,1015
2010-03-11 21:00:00,50.0,98,1014
2010-03-12 00:00:00,48.2,96,1014
2010-03-12 03:00:00,48.2,96,1014
2010-03-12 06:00:00,46.4,94,1014
2010-03-12 09:00:00,48.2,95,1014
2010-03-12 12:00:00,48.2,94,1014
2010-03-12 15:00:00,48.2,96,1012
2010-03-12 18:00:00,48.2,95,1011
2010-03-12 21:00:00,46.4,96,1009
2010-03-13 00:00:00,46.4,94,1006
2010-03-13 03:00:00,48.2,95,1002
2010-03-13 06:00:00,48.2,93,999
2010-03-13 09:00:00,50.0,95,998
2010-03-13 12:00:00,50.0,94,997
2010-03-13 15:00:00,50.0,95,995
2010-03-13 18:00:00,48.2,96,994
2010-03-13 21:00:00,48.2,98,994
2010-03-14 00:00:00,46.4,97,996
2010-03-14 03:00:00,46.4,97,997
2010-03-14 06:00:00,44.6,96,997
2010-03-14 09:00:00,46.4,96,999
2010-03-14 12:00:00,48.2,97,999
2010-03-14 15:00:00,48.2,93,1000
2010-03-14 18:00:00,48.2,98,1002
2010-03-14 21:00:00,48.2,96,1003
2010-03-15 00:00:00,46.4,95,1002
2010-03-15 03:00:00,42.8,93,1002
2010-03-15 06:00:00,42.8,94,1003
2010-03-15 09:00:00,42.8,90,1004
2010-03-15 12:00:00,46.4,91,1005
2010-03-15 15:00:00,44.6,90,1007
2010-03-15 18:00:00,44.6,94,1009
2010-03-15 21:00:00,42.8,93,1011
2010-03-16 00:00:00,42.8,93,1012
2010-03-16 03:00:00,42.8,92,1014
2010-03-16 06:00:00,42.8,88,1015
2010-03-16 09:00:00,50.0,67,1016
2010-03-16 12:00:00,57.2,51,1016
2010-03-16 15:00:00,59.0,57,1015
2010-03-16 18:00:00,46.4,81,1015
2010-03-16 21:00:00,46.4,69,1017
2010-03-17 00:00:00,41.0,88,1018
2010-03-17 03:00:00,39.2,80,1017
2010-03-17 06:00:00,41.0,86,1019
2010-03-17 09:00:00,51.8,66,1018
2010-03-17 12:00:00,62.6,46,1016
2010-03-17 15:00:00,60.8,45,1014
2010-03-17 18:00:00,46.4,71,1014
2010-03-17 21:00:00,44.6,74,1014
2010-03-18 00:00:00,41.0,87,1013
2010-03-18 03:00:00,41.0,82,1012
2010-03-18 06:00:00,42.8,81,1013
2010-03-18 09:00:00,55.400000000000006,62,1012
2010-03-18 12:00:00,64.4,44,1010
2010-03-18 15:00:00,62.6,45,1008
2010-03-18 18:00:00,48.2,77,1009
2010-03-18 21:00:00,46.4,58,1009
2010-03-19 00:00:00,44.6,64,1010
2010-03-19 03:00:00,42.8,70,1011
2010-03-19 06:00:00,46.4,85,1012
2010-03-19 09:00:00,57.2,59,1012
2010-03-19 12:00:00,68.0,46,1012
2010-03-19 15:00:00,64.4,53,1011
2010-03-19 18:00:00,53.6,76,1012
2010-03-19 21:00:00,51.8,69,1014
2010-03-20 00:00:00,46.4,87,1015
2010-03-20 03:00:00,46.4,80,1015
2010-03-20 06:00:00,48.2,91,1017
2010-03-20 09:00:00,60.8,61,1017
2010-03-20 12:00:00,69.80000000000001,44,1016
2010-03-20 15:00:00,68.0,53,1016
2010-03-20 18:00:00,55.400000000000006,85,1016
2010-03-20 21:00:00,51.8,84,1017
2010-03-21 00:00:00,50.0,91,1017
2010-03-21 03:00:00,48.2,92,1017
2010-03-21 06:00:00,50.0,93,1018
